essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
4668	2	"If they are offensive they sholud be taken off the shelves becuase the little kids would'nt get they. And i think that they should not be and there and the frist place because almost every body goes to the lidraries. If i found the offensive they would promble get shut down or who ever put they would be fired. the kids should not see them or know about them at all. the offensive books, music,movies, magazines are not most to be found in a lidraries that kids go to.    I think that most people would be mad at the schools or the libraries because they got them. And most pairnts would go talk to the people that did that. But if that happen to me if my kid came home with one of the offensive magazineas or any thing i would ask them where you get it and then go to talk to the poelpe that runs it. And most of the people that founds those things would be mad at the kids and its not their promble that someone did that.    And the frist thing they should do is have a @NUM1 or older on the books, movies, magazines, and music if they are in the libraries. They should not be where the kids go and read books or nothing like that. They should be where the people that are @NUM1 or older get them but i still thing that they should not be and there. But if the offensive are in libraries people should take them to court offensive books, movies, magazines, and music"	3	3		3	3	3	3																		
4669	2	"Do you believe that certain materials, such as books, movies, or music should be removed from the shelves if they are found offensive? I do believe so. The reason why is because there can be a lot of books, movies, or magazines in certain places like the library or stores that can involve offensive stuff, such as violence or other bad things. A lot of things can influence to the reader if they read a book that is offensive or if a kid see's a movie that involves violence.     One reason I think that books should be removed from the shelves is if they are found offensive  because what if the reader is reading the book and they find a word that offends them? Or what if they read a book and it talks about bad stuff? Or maybe a kid can read a book and can learn bad stuff. A lot of things can just occurr while reading a book. And many people sometimes take it real offensive if the book talks about there religion, race, or anything that involves to there personal life. That's why I think books should be removed off the shelf, so people will not get offended.     Another reason will have to be that if a kid or someone under age rents a movie or there parents rent the movie. Then the kid would probably want to see the movie and they would not know what the movie is about. The kid might see something that is bad or might see a lot of violence. Sometimes parents don't really realize what there kid's are watching. So it's important for them to learn and watch for there kids. In movie's anyone can  see a lot of bad thing that can effect anyone or can offend anyone. So I think that they should not have certain  movies on the  shelves that can harm or offend certain family or parents, espicially there kids.     Magazines can also be found offensive to a lot of people. Whenever you go to the store you always see magazines on the shelves or somewhere else. It's either talking about singers, people divorcing, violence that ocurr around the world, arrests, or it could even have bad images that anyone could see. Which would be something bad, especially if a little kid picks up a magazine that has soemthing bad inside. That's why they shouldnt have magazines that have bad stuff in public. Or adults shouldn't buy certain type of magazines because they never know what there child can expect to see.          So there is a lot of reasons why I think that people should remove certain book, movies, magazines, or anything that involves offensive stuff. All around the world you will see stuff that can offend you or anyone else just by seeing something on a movie, by listening to a song, or even my reading a book. It's just not a good idea of having stuff out there like that in certain places, like the library, stores, or anywhere else. Especially if there is people that take it really offensive when they see a title of a book that is bad or when they hear a song that has a lot of bad words. It's just wrong having stuff like that that can offend a lot of people. What if I read a book and it talks about my race or religion, would I take it offensive? People should ask themself that, before they read a book or see a movie. So they will decide whether or not they should have books, magazines, or music removed from the shelves."	4	4		4	4	4	4																		
4670	2	"Yes I do believe that certain books, movies, music, etc., should be removed. They should be put in a different position for children unable to find in the area. Because certain materials in the objects listed can start off bad behavior.        In order to keep the objects from being found from childern is to set them in a different area. Some where childern are unable to reach. like in high areas like the top of the shelf, or the closet, maybe the attic. For better safe keepings place the certain objects you feel that can give childern bad ideas in a personal safe. where no one is able to get things out.         It is important for some items to be seen, listened to, or watched for older people.For example, books can provide pictures for childern to do things that arn't right in there cerent age. Music can talk about stuff that that person done, and make that child want to do it because they might think its cool cause the artist does it. For the magazines they show articals of rapper, actors, and other famous people doing somthing wrong. showing a bad example for the child.Now for the materials they should be hidden in a place where no child would think to look at. Because the materials some times harm the child or maybe even put the child in the hospital.    From experience I have thouched or took some material I shouldn't have messed with and the outcome wasn't good. From that experience I've learned not to thouch with items I know not to mess with.     Thats why it is important to keep certain items from childern. Because the outcome maynot be what you wanted. serious actions might come from the objects, and later on come from the same child that either listed to, saw it, or looked at it. So make sure the items are safe from childern hands"	3	3		3	3	2	3																		
4671	2	"I think that certain things in libraries should be taken off shelves if found offensive but not all. One of these things is anything that undermines or degrades one's religious beliefs. Another thing could be anything involving racial stereotypes or obvious racial comments. Having anything containing this could spark conflict within or outside of the library. Another thing that could be, but not entirely, removed from library material could be books that express violent or criminal acts. This type of material should only be given to an older audience.     I think that anything that contains slander or judgement on another person's religious beliefs should be removed from library shelves. As time goes on people are taking religion more and more serious. With that being said I don't think anyone would want to read a book or watch a movie in which the things they believe in being made fun of or rejected. It @MONTH1 not seem like harmful material at first glance, but your opinion @MONTH1 change when your customers come back angry and frustrated about what they read and saw. It would be a better choice to avoid this conflict with your customers and keep this material out of your library, unless you want to deal with complaints and costant arguments.     Another thing that needs to be removed is racial material. Racism has been one the worlds largest problems, it affects us all no matter who it's against. Picture a book in your library that calls all black teens a problem or a book that says all arabians dangerous, racist isn't it? Now imagine if your customers were of one of those two ethnicities, it's not a good picture at all. Keeping these stereotypes and harmful sayings off library shelves is a great business choice and will keep all customers happy. The last thing we want is for a customer to say 'those people are racist!'.     Lastly I think books that express violent and criminal acts should be censored from minors. Kids always follow what they hear or what they see. Since they're still in that stage where they rarely do things in their own way they @MONTH1 mimic or copy things they see. Another problem that surrounds this is peer pressure which will get more and more children commiting these acts. If this is to happen many parents will become outraged and blame the libraries for relaeasing this material to children. So the best choice would be to keep this material away from minors, if it is contained within your library"	4	4		4	4	4	4																		
4672	2	"Many people i know would be very upset if there was'nt anymore books on the shelves of the library.  I think there should be books that are offensive, who wants to read a book that is boring and not exciting.The libraries should have lables on the books so when people go to check them out the books there would have a lable that says this book @MONTH1 not be right for sertin people and my contain bad language. Thats just a example. There should be adult and children sections in the library maybe sections for every type of books like murder and mystery.That also goes for the movies, music and, magazines. I love going though the books in the library you never know what to expect out a book"	3	3		3	2	3	2																		
4673	2	"Do you think we should have censorship in our libraries?     I say no because if we had censorship then there would be very few good books, magazines, and movies because in this world today everyone gets ofended by something.      For example in action, horror, and comedy films there could be blood, violains,and cursing. which some times make a moive good.Even in some book there is cureing and violains. Some @MONTH1 even seem provocative.       For example in @ORGANIZATION1 the book repedaly use the n word.Even same magazines like fasion, sports,and same car magazine are seen aas provocative. An if I walked in to my local libray and seen all my favorite movies,books,and magazine not on the self i would never go back again.     Im not trying to say put adult books in the elementry school libray. but in the public libray its ok ot have book like that.     Could you amagine a libray with cenrsorship? It would empty."	2	2		2	2	2	2																		
4674	2	"Today, we all have a very large variety of books to choose from when we enter a library. Some are childrens books, while others are intended for a more mature reader. Many parents are scared that their child will read a book that @MONTH1 be inappropiate for their child. The thing is, if everyone removes the books that they don't find acceptable, there won't be any books left in the library for us to enjoy.     What makes a book unacceptable to read? Could it be language, graphic scenes, or parts that are just extremely scary? Many people think that books like these should not be available for anyone to read. Removing a book from a library would be done through one's opinion. This is not fair because we all have the right to free press, which means that anyone can publish anything they wish to and everyone has the right to read it. By removing books from a library, you are violating not only the author's right, but the reader's as well.      Unfourtunately, there are some books that @MONTH1 cause a child to become scared. When a child reads a book, it's harder for them to realize that they are just reading a book. Many children take in every word of a story and turn it into a reality. Not only can this scare a child, but it makes it extremely difficult to explain that what they read in the story is not true. As more and more of these books are released, the more likely it becomes that children will be reading these offensive stories.     I believe that removing books from a library based on opinion is wrong. I understand that leaving these types of books out for children to read could cause a problem, but libraries are usually set up in sections. For instance, there is a childrens section, a teen section, and an adult section. This helps kids remain in an area appropiate for their age. I think that if a parent is worried enough that their child will read an offensive book, then they should go with their child to the library when checking out books to read.     A public library is designed to accompany a vast variety of readers. There will always be certain books that some of us find offensive. Removing books from a library only decreases the number of books to choose from; and if that were to happen, there would eventually be no books left for anyone to enjoy."	4	4		4	4	4	4																		
4675	2	"No i do not figure that. I say that there is some material for adults, teens and children. The children aren't going to want to read the adult books and the adults aren't going to wanna read the childrerns books the teens aren't going to want to read the childrens books but they @MONTH1 want to read the adult books and thats ok. They will be adults soon they @MONTH1 be interested. there is nothing wrong with that. If the parents do not want there teens or children reading that kindf of material then they should go with them to the libary and make them  get you approvial befor checking out the books, magazines or wwhatever it is they wanna read at the time. Movies are the samje there are different materials for each age group some age groups @MONTH1 be interested in other age groups material and thats ok doesn't maen it's wrong just means thetre maturing more and are interested or couriouse let them explore they will figurt for them serlfs if the material is righrt for them or not"	2	2		2	2	2	2																		
4676	2	"OFFENSIVE BOOKS !!!   Did you ever think about why students read what they are ready now? They read books about sex , guns , and many more because they think its exciting well guess what its not! The author's who make them type of books want you to buy them because they want their money , but they never think about the kids. Kids would read anything now because of those kind of things.       I think that books like that should be removed because you dont want    your child to grow up reading those type of books then when they have kid  they wouldnt want the same. Many parents dont care what they chidren      read as long as they reading its fine with them , its not fine its very wrong and I wouldnt expect a great writer to use bad language also they think its okay to do that! Thats why kids act the way they do now is because of books , movies etc.      I think they should really stop making those books or have their own stores to where like adults can go buy those books or whatever books they want. I dont think kids would want to read those type of books anyway because they dont want to learn that stuff but some of them do and i dont think thats right at all. Thats why kids should read a very good book and dont judge a book by its cover !@NUM1"	3	3		3	3	3	3																		
4677	2	"Censorship in libraries could have negative effects on the library. Parents have different views on books, music, ect. One parent @MONTH1 not have a problem with one book that has a few curse words in it but another parent might think it is not something they want their children to pick up and read then later on start using that kind of language. But if the libraries censor that book and is taken out of the library it would make a big impact on people because, what if somebody really likes that book but since someone complained about it, it is now not allowed in the library. The library would lose people because of books being censored.     Everybody might not agree on different subject and they would want a certain book, music, movie or magazine censored. But if one person complained and the book is no longer there does that mean the libraries are going to be empty for now on. A person who @MONTH1 not have children might say, '@CAPS1 one little joke can hurt.' A joke not suitable for a child under @NUM1 to read, hear, or watch. But a parent might get upset that their child is hearing, reading, or even seeing these things and might band it from the library.     When a student @MONTH1 need to go to the library to go look up their topic they must research for school and can not find any or even good books on that topic because someone who thought the book was offensive has been removed from the library. The student might get frustrated and would not know what to do and would have to get most to all of their research off the @CAPS2. What if their teacher/proffesor said that they needed more then one source and all their information can not just be off the computer they need a book, magazine, or newspaper source also. But since that topic they are researching about has upset someone they are not able to find the imformation they are looking for.      Yes, there are some books, music, movies, magazines, and sometimes newspapers that are not for children under @NUM1 or even pre-teens to teens. That is why the libraries are divided into sections for the age groups. Still how do these section keep our children from reading something unaporite. Parents should know when they come into a library they should look for signs on the walls, if a library does not have signs that tell them what kind of section they are coming into all they have to do is grab a few books of the shelfs and read the inside cover or outside to suggest what kind of books are in the rest of that section. It should not be hard to find these sections because usually the children section has toys and puzzles in them and children theme walls.      Censorship would not only get rid of the books, music, movies, magazines, etc., but it would also make our libraries empty. A lot of people have different point of views, his view might be diffrent from her view. From teens to young adults, teachers to children, parents to non-parents. Everyone is different no one person can speak for the whole world. This is why censorship would not work in our libraries."	4	4		4	3	3	3																		
4678	2	"A lot of people have huge debates over what they think is appropriate for children and teens to be reading, watching, and listening to; in this topic there will be opinions discussed and logical explanations to what some people think is the proper things kids should be exposed to.     First, kids should not be watching rated @CAPS1 movies or even @NUM1 if it has vulgar content, sexual content, violence, and etc. Even though some parents allow this, these movies and magazines can still have a huge impact on the child and possibly on how they act in his or her future.     Secondly, children still have a good number of movies for them to watch and learn from that can better themselves for their education, career, etc.     Finally, teens and young adults exposed to this genre of movies, books, music, or any other media based entertainment are more likely to make destructive decisions than a teenager who doesn't. Although this is not always the case, it does increase the chances of wrong decisions and it does have and influence on the younger minds.     In conclusion, young adults, teens, and children should not be able to watch media that contains vulgar content, sexual content, voilence, etc, without parent supervision and permission."	3	3		3	3	4	3																		
4679	2	"In libraries there should be a control over what certain kind of books, magazines, or movies that children should be able to read.  For instance movies, are we going to go let a @NUM1 year watch a rated @CAPS1 movie much less let him/her watch a porn movie. No thats just plain wrong. That goes with magazines and books. Magazines have some images that aren't appropriate for the right age bracket that can easily pick it up and look at it.  Books as well kids have very imaginative minds, they @MONTH1 not have pictures in them but still kids know a little more than what we give them credit for.     Me, I would know this because as a little kid my brothers got a rated @CAPS1 film called '@CAPS3's @CAPS4'. After watching all @NUM2 of the films that were available at the time, I just could not look at a doll the same way again.  Whenever my mom would get rid of a doll she used to own some of them had eyes that would move. I always sat at one side of the car while the doll would be as far away from me aas possible.     To prevent other kids from experiencing what I did local libraries ought to create sections in the library where you've got your children section, the teen section, and the adult section. So then you can easily tell the kids to only go to either the teen section or the kids section.  This should be the way to organize the films and magazines as well.  I know some people wouldnt agree with my ideas but I have to ask them in return. Do you have any better ideas?     Now for getting rid of stuff in our library that can be offensive. I would say we keep it, our kids need to know our culture that way they can survive in it. They need to know that there are still racists out there even though society tries to cover it up.  There's no way there going to be able to keep other people's opinions from coming ears length of the @CAPS3.  If our children are to grow up maturley they need to experience or at least know what bullying is.  Maybe learn what an athiest is or find out on their own what a sexist is.  Some of it is inappropriat'e so i will agree that kids need to find this out at a certain age but you can't keep it out of their lives forever.  Thats why its best not to throw the books out that mention those sort of things."	4	4		4	4	4	4																		
4680	2	"Censorship in Libraries     Have you ever came across something in the library that makes you say, ' @CAPS1! That's inappropriate!' If so, I am sure your not alone. Just the other day I was in the library. There were posters up all around featuring a new movie now avalible for rental. I remembered seeing ads for this particular movie on television that looked rather repulsive. How could they allow this kind of thing on display like this? How does this affect the minds of our country's youth?     My thought on this topic is clear, although I am sure I'd recieve some opposition from others, considering everyone has their own opinions on this matter. I do realize the library has age limits on rentals, but what about all these posters everywhere? You don't necessarily have to rent the material to be corrupted by it. I believe there should be a separate section for this kind of material.     Another example of library rentals that can be harmful to developing minds are @CAPS2. New music sometimes contains lewd or inappropriate lyrics that have no place in the library. Even the covers of some @CAPS2 should be removed for the good of the public. It's interesting how these things just slide by the library. I once saw a young by renting a @CAPS4 that had the words 'parental advisory' right on the cover! No one stopped him.     Books are the same way. Disturbing covers and titles are littered throughout the library. No one even cares to screen these books before they hit the shelves.     So, when do you think someone's going to do something about censorship in libraries? It is hard to say, but I strongly believe it's up to protesters like us to stop this. I hope you'll join me in this epic battle for censorship, to keep our youth safe"	4	4		4	4	4	4																		
4681	2	"I personally do not think that books or magazines and such with offensive things about them shouldn't be removed because they give people something to read. Most people don't want to read @CAPS1 or a novel. Some people want to read about crimes, mysterys, and action. There are alot of good movies out there but some of them I can agree with are too offensive to others. I gurantee that movies with comedy in them will be put down about what is being said. For example: @CAPS2 @CAPS3 to some people is very offensive. The only reason the person would think that the movie is offensive is because they are stubborn people that don't have a life.     I can believe that there are literature materials that are offensive to others, but the person that criticizes others doesn't think that they are offensive to the people that read the books that offened the person that is being offended. Books about war to some people are too graffic. But those books about war are probably books about history. I have only started noticing the people that are trying to get rid of those books that they don't like. But back in the @DATE1's people didn't care about what was in a library. They just want something to read. I say leave the librarys alone!"	3	3		3	3	3	3																		
4682	2	"Censorship in libraries is a great issue in the world today. Many authors now use offensive methods and terms to persuade their audiences. However, many do not. All authors have the right to say what they wish but there is a limit to where the books should be placed and who should view them.     If libraries accept offensive types of magazines, books, music, movies, etc., they should most certainly be placed out of the reach of children. Like many libraries in the city, there is a section for children and a sperate section for adults. Any materials that are found offensive should be placed in a special section of the adult area and customers should be warned in some way. Since everyone has their own view of what is right and what is wrong, a special team should be placed in charge of keeping the offensive materials seperate. Those who borrow anything at the library @MONTH1 have the right to bring that special book or movie to the attention of those in charge. By sticking to this method, offensive materials can stay out of the hands of those who do not wish to see them.     Items containing vulgar language is unjust to most. There are still the majority, however, who engage in the oppertunity to view these materials. Everyone does have the right to do what they wish but, from personal experience and growing up in a home where I was taught right from wrong, people should be treated with dignity as well as respect. No matter our color, size, looks, or personalities, we are all created equally as our constitution says. Therefore, we should only view what would be considered just to all. After all, everyone wishes to be treated kindly, right"	3	3		3	4	4	4																		
4683	2	"Public libraries should be able to keep all sorts of content for all sorts of people.     I feel very strongly about my statement, because everyone in this world is different. Many people have different interests, religons, and customs. If we took out certain books, and music from the library, it would defeat the purpose of calling it the public library. But if we had different sections of books, music, etc., people would be able to find what they want/need more easily, and no one would have to worry about getting offended.      It would not be fair to anyone in this world if we took out certain books and materials because one person had got offended."	2	2		2	4	3	4																		
4684	2	"People in this common era have different appproaches to the idea of libraries.  Some view the library as a place to go and learn and to express yourself and be free.  Others believe it to be a place where there is danger for minors and can be very innapropriate.  These two opinions can cause an intriguing argument.     People go to the library because they want to either get away, or just to be free and grab a nice book.  There are many books to choose from, but you need to be careful while browsing.  some books, although good, can be innapropriate to some ages, and that's when controversy spills.  Parents think the library is encouraging the check-out of innapropriate books, but this isn't all that true.  It's all about the placement of books, and that's what most librarians will tell you.  They didn't encourage the kid to check it out, but they have every right to.  It is also unknown that what is offensive to one person, might bring joy to another person maybe of a different race or ethnic background.     I think that these so-called offensive books or magazines that parents complain about, should not be removed from libraries.  There is a reason those books are there and they are not put up there to be offensive; so why take them down?  I think a way we can monitor these kids to stay away from books their parents believe can be harmful to them is by making a rule stating that a child must be present with an adult in certain sections.  This will not only stop the fact that kids checkout books much innapropriate for them, but it might also make the parents stop complaining and the controversy will end.          People need to stop looking at the library as a place that brings negativity, but as a place for giving children joy.  Remember, it was built for those who enjoy reading and so people can have a place to do so.  Why complain? Find the positives in what it brings instead of looking down on it.  Bring back the feelings of what the library brought to you when you were a child."	4	4		4	4	4	4																		
4685	2	"Most modern day book, movies, music, etc. do a fairly good job of placing warning in the form of '@CAPS1 @CAPS2' sticks on their covers. But books from before this practice began to happen @MONTH1 be found more offensive then books today. Why? Well, that's because many books of the past use words that today are found offensive. But those books, movies, and music are not at fault like parents try to make it seem. There are examples of how each catagory is in today's society.     Take the book 'The @CAPS3 of @ORGANIZATION1', written by @PERSON1, for example. In that story, there are words that are used to describe people of that time.. Back when @PERSON1 wrote the book, it was perfectly fine to use those words on those people, but in today's modern world, that is a book that has been on the list for being banned. It is offensive to use that word on people today, so parent groups and others are trying to get that book pulled off of shelves in hopes of erasing what was done in the past. I don't believe that a book should be banned for it's content, but rather how well it teaches its reader through its words. If it can teach a student in a high school or college class about the history and the culture of that time, then it shouldn't be banned at all. It should be read.     Movies have a rating system for a reason. There are some movies that are just not meant for a younger audience. People must be of a certain age to rent, buy, or view these kind of movies 'leagally'. Not too many people listen to that system, even though it has exsisted for years. A horror film is not suitable for a @CAPS15 of a young age who believes everything he or she sees on @CAPS4. Movies shouldn't be banned just because it gives a @CAPS15 nightmares or makes them not as emotionally aware of what is right or wrong. That is the fault of the parents. They were the ones who let their @CAPS15 watch that movie in the first place. So the movie shouldn't be held responsible for the @CAPS15. If the movie was intended for a more mature audience, that's the way it should stay.     And that brings us to music. There is a lot of music in today's age that can be considered very offensive. There are only a few 'pure' genres, free of the cursing that is used in many of the others today. But children, teen, and adults all find their favorite kind, and you can't change their minds then. The governement has issued that all music containing harsh words, horrid images to the mind, gruesome scenes, and other elements that are offensive to people, must carry a sticker on it. The black and white '@CAPS1 @CAPS2' sticker. When parents see this sticker on the @CAPS7, @NUM1 download, or whatever their @CAPS15 is using, then they know that it is more than likely not right for their @CAPS15 to listen to. Doesn't mean that the parent is actually going to listen all the time, but it means that there is a slight chance that their minds will not be tainted by 'garbage'.     So, in conclusion, I believe that movies, books, and music that contain 'offensive' material should not be removed from shelves. Just because it is offensive to one person doesn't neccessarily mean that it is the same to another person. There are ratings on things for a reason, to keep children from seeing them and to help with the level of harshness that is given to today's society. People will still argue that books such as 'The @CAPS3 of @ORGANIZATION1', 'The @CAPS3 of @PERSON2', '@CAPS10 in the @CAPS11', and many, many more books like them should be banned. They will always fight that movies such as 'A @CAPS12 on @CAPS13 @CAPS14,' '@DATE1 the @NUM2', or '@CAPS15's @CAPS16' should be removed from store shelves because it gave them nightmares as a @CAPS19 or it gives their @CAPS15 nightmares because they saw it. And they will always try to fight and say that artist like @CAPS17' @CAPS18, @LOCATION1, and @CAPS19 @CAPS20 are not suited for their @CAPS15. Well, this pattern has been going on for years. Those books were made many years before, those movies are intended for a adult audience, not for a @CAPS15 of a young age, and those artists are just trying to make money like everyone else. So when parents try to argue about what should be on shelves and what should not, remember that it might be that parent's fault for letting their @CAPS15 view it in the first place."	4	4		4	4	4	4																		
4686	2	"What do you want your children to be able to see in their public library? As we all know, there are things like books, picture, and movies that we do not want our younger generation to see. This is @CAPS1 parents are so carful with computers, and what their children have access to.      Every situation has it's pros and cons, but in @CAPS2 cases if you analize the pros and cons you can come to an accurate conclusion. When you go to a library with your children, the children run off to do what they want, usually to the children's section. Let's face it, children do not want to look at adult book. Once children learn to read you might come across a bigger problem. As children get older they want to be able to do more things, like watching older movies, reading harder books, and look at want they want on the computer.      I'm sure that the first thing that might come to mind is to censor the library, take away the horror films, the banned books excetra. This might be fine at first, but what about the adults that have every right to read and watch whatever they want. The library is free, does this mean that if our society does not like a book, movie, or magazine taht the adults must go somewhere else to pay for a particular book or movie as apposed to borrowing if for free at the public library. It could work, but if a child is going to look at bad things at a library what will stop him/her from looking at them at a bookstore?           Another issue is banned books. @CAPS2 of them are classics that past generations have read in school. @CAPS1 would we decide to take these books away now? It makes it seem like the younger generations can not handle it, or that past generations have something to hide. The definition of a classic is a piece of writing that has stood the test of time. Does it just end here and now? @CAPS1 would we take the classics away? Let's face it, if the classics are not read in school today, and they are not read in the next generations what is stopping them from being forgetten? Some banned books parents will look at and say, '@CAPS1 would this be banned? I do not remember anything bad in it.' @CAPS2 of the time the classic banned books were written some time in the @DATE1, @CAPS3 @CAPS4 @CAPS5 or the @CAPS6 @CAPS7. Society was different then. When you read a classic it acts as a history book to show us how it was to live during the time it was written. Usually the book will be banned because of bad language which people thing should be taken out of our schools, but they are missing the point. That was how things were back then so, who are we to hide it?      Does this mean that I think anything and everything should be put in our public libraries? Not at all. Some magazines can be avoided, or be put in a section away from younger children's eyes. Horror movies do not have to be taken out completly, just put in a different section. If parents are worried about monetering their children on the internet there is nothing stopping them from watching their children while they are using a computer.      I think that there can be come cesorship in libraries, but sometimes our society goes overboard. As long as we keep an open mind and make the right decisions for our future generations we can make our country a safe yet edjucational place to learn"	4	4		4	4	4	4																		
4687	2	"Have you ever read something that you have found offensive, upsetting, or has made you mad? Do you think that there are certian books that shouldn't be allowed in a library because of its content? A lot of books, music, movies, and magazines these days contain things that are hurtful to society or protray bad images of certian social groups.      In @DATE1's society there are many different groups of people and a lot of them have thier own opinions on how they view different things. To me, when I think about a library, I think about how all different ages of people go to them, how there are many different groups of people there, and about the types of books that are in there. Taking this all into concideration, I believe that everything should be allowed in public libraries but I do think that there should be seperate places for books, magazines, and movies that should be only for adults. I think this because if you take away all the things that are 'bad' or 'offensive' to you, you could be displeasing those who find these things interesting or enjoy reading them. In this case, people would not come to the library anymore because they cannot read what they enjoy reading or find interesting.      By saying these things, seperating the books into age groups is a good thing because then the younger children who are running around the library will not pick up something that they should not be looking at. I also believe that is would benefit them because then if someone comes into the library looking for a book but does not really know what to do and they go to where their age group would be; then they can see everything that is recommended for them.      From my own experience, I know that I have read some books and looked at some magazines that I probably should not have looked at because I was too young. This does not mean that they need to take them off the shelves but maybe that they should be placed in an area where someone my age will not be able to find them. So the next time you go to the library and see something that is offensive to you, just remember that there are a lot of different people in this world who might find what you think is offensive, interesting"	4	4		4	4	4	4																		
4688	2	"Yes, there are a lot of books out there that have graphic and sexual phrases, and there are alot of concernd parents out there that are worried about what the libraries are possibly letting their kids read. One good idea would be to put age limit signs in certain areas on the libraries, that dosent neccisarrly mean that the kid is goin to listen to that sign.           We all know for a fact that pornagraphy will stay away from libraries and stay were they are at right now so thats not an issue the parents should worry about. I think the libraries should be broken onto sections. Theres a kid section, a teen section, and a adult section, but i don't think that the adult section should be to far off the teen section because when we say adult books or magazines everybody expects it to be one thing, porn. It should still be some type of book with some kind of censorship to it.      There should be doors blocking each entrance to each section of books, and to get to them you to show the librarian some proof of age to be able to get into those sections, except the kid section. The kid section is a section that all kids can use, because we know that that section of books would be harmless to kids. I think that with that kind of security it would let parents to be able to be less stressed and worried for their childs safety and insecurity of the mind.     There are tons of other ideas to explore to be able to try and keep books with some kind of censorship but most of them are off the wall and rediculus. I think that musoc and movies shouldn't even be in libraries just leave those to other stores it's better to let stores deal with that than libraries. The librarian probably dosen't even know half the cds that probably get checked out anyways. So it's best if you don't have those in there at all.     Give some thought to these ideas that I just sprong at you. I personally think that having doors blocking to get to certain books would be a great plan to use, because it would block access to these areas from certain kids. Some other parents or people might have ideas of there own and it would be great to hear them or have some kind of bullitun about them around the city ofr town"	4	3		4	3	3	3																		
4689	2	"Look it's a plane, it's a bird, it's a...harmful word. There has been many times when i have read a passage wether it be a magazine article, a book or a newspaper and I have come across harmful words. They @MONTH1 not all mean harm towards me but towards other readers they could. People have their own opinnions on different views, so a word or passage could effect me differently then say smeone else.     I don't think it's the materials I think it's the readers maturity level that makes a difference. That is how harmful words get changed into names and then the next thing peers are calling other peers that word. For instnce the word 'wetback' in biography book about the @CAPS1 it is okay to be there, it is when the reader inturperates it the wrong way, and they think it is funny, and cool to go around and call someone that word, especially a person of that race.     That is when I dont think materials like this should be on shelves, but then again it goes back to the maturity level. These words or passages can become harmful to someone that hasn't even read it, but because someone that has took the iniciative to start calling someone that word, or relating that passage to them.      Books can, and are a great reliable source for schoolers that are researching for class projects, i think it's the certain topics of books that's get these words turned into harm. Books about certain races can cause name calling among a school just because they read it in a book and think it is okay, because the book described a person that way doesn't mean it's okay for the reader to start calling people by that word.      Other topics like 'sex' in a book can be inturperated in the wrong way as well. Some teens think it's okay just because the characters in the book are doing it then it's okay for them and their significant other to try it.     Either way with the book left on the shelf or taken off it is still going to be a problem with name calling. So it's going to take something else then a materials being removed from a shelf to find a solution to this problem"	4	4		4	4	3	4																		
4690	2	"Cencorship is a very large thing to talk about. Some people think that a book has too much talking about sex in it, while others think that it is sutable for the public. Sometimes people want other people to make the decitions on what they read. People need to decide what they do and don't want to read and see.      Firstly, people think that other people are incable of deciding for them selves what they want to read. They blocked books because they thought that it would show a side of things to children that they did not want them to see. The @CAPS1 @CAPS2 books were block because they had witchcraft and they were scared that people were going to start trying to do it. Grapes of @CAPS3 was banded because their was slavery in it. Even though slavery was a big thing they still did not want any of the younger people to have it.      Secondly, some music and movies should be banned. Music has become a way for people to express them selves. Latily they have gotten to the point that drugs and 'hos' are alright to talk about. One song that I just saw was called @CAPS4 @CAPS5 @CAPS6 @CAPS7. Now if that is not sending a bad message than I don't know was is a good message. Movies are in the same boat as music. They are showing the violence that people only have in their head. @PERSON1 was a movie that off the top of my head was showing a minner that had gone completly blood thursty and was killing any one that went in his cave, just because he could.      Although, somethings we need to see the things that people have in @CAPS8 heads. I know that I am going to be more carful when I am out.      In conclution, @CAPS8 is no real yes or no anser. @CAPS8 is always exceptions to whatever people say. This is why people need to decide what they do and don't watch and read"	3	3		3	3	3	3																		
