numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	lexicalDiversity	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	score	Selected
3632.0	2908.0	728.0	0.5620347394540943	0.10049627791563276	3.0	3.5397022332506203	60.0	0.13333333333333333	0.03333333333333333	7.0	12.133333333333333	280.0	0.45409429280397023	6.721465201465202	92.13972161172163	3.4219450549450556	7.231472673992674	3.0	6.2581	23.25970695970696	48.675078460476286	1.1140684410646389	2.6	0.38461538461538464	10.377490433255417	1137.3223140495868	96.875	0.23214285714285715	0.10714285714285714	0.8611111111111112	4.63768115942029	151.0	38.0	4.0	80.0	2.0	0.0	70.0	50.0	2.0	4.0	0.0	11.0	166.0	4.0	7.0	0.0	3.0	2.0	57.0	26.0	24.0	2.0	1.0	7.0	0.0	18.0	1.0	26.0	74.0	19.0	9.0	12.0	11.0	5.0	0.0	4.0	24.0	0.0	6.0	36.0	0.10117514040209422	1.119909502262443	0.7654990636113361	35.0	No
4192.0	3342.0	861.0	0.5295404814004376	0.09846827133479212	2.0	3.597374179431072	37.0	0.02702702702702703	0.21621621621621623	17.0	23.27027027027027	297.0	0.5393873085339168	11.630988479768968	76.60591957811472	8.355324104592398	7.229811096462316	8.0	8.994212911058018	33.723231942744135	46.20675704818355	0.7551546391752577	2.898989898989899	0.34494773519163763	10.121732922376305	1187.4882717207731	83.01314033657054	0.17770034843205576	0.09059233449477352	0.8055555555555556	5.245614035087719	190.0	64.0	3.0	58.0	1.0	0.0	79.0	63.0	1.0	0.0	0.0	10.0	149.0	2.0	2.0	0.0	2.0	2.0	110.0	20.0	56.0	4.0	3.0	9.0	0.0	22.0	0.0	46.0	66.0	27.0	12.0	28.0	11.0	1.0	0.0	10.0	6.0	0.0	8.0	29.0	0.1362173412339566	-1.6425339366515832	0.765478485279353	36.0	No
4401.0	3557.0	852.0	0.526207605344296	0.10483042137718397	1.0	3.5796505652620763	60.0	0.06666666666666667	0.03333333333333333	11.0	14.2	355.0	0.4357656731757451	7.933521126760564	83.09735211267606	5.196591549295775	7.361676807511737	5.0	7.675431598112922	26.17183098591549	55.31155310647866	1.2083333333333333	2.4	0.4166666666666667	12.162099599438687	604.7694543532831	144.7916666666667	0.2640845070422535	0.11737089201877934	0.8055555555555556	5.064516129032258	177.0	29.0	7.0	65.0	3.0	1.0	89.0	86.0	4.0	1.0	0.0	7.0	204.0	5.0	6.0	0.0	1.0	4.0	49.0	41.0	43.0	0.0	0.0	10.0	0.0	25.0	0.0	42.0	60.0	18.0	30.0	19.0	8.0	1.0	0.0	10.0	8.0	1.0	8.0	30.0	0.07743481090775725	1.7850678733031682	0.5656365381559204	45.0	No
2397.0	1945.0	458.0	0.5749063670411985	0.12359550561797752	2.0	3.5823970037453186	37.0	0.02702702702702703	0.0	7.0	12.378378378378379	221.0	0.43258426966292135	7.920783665761832	81.22465773633897	5.005253157087221	7.284354030449664	4.0	8.186683628785802	26.78885872772336	54.519987362047104	1.1137724550898203	2.072398190045249	0.48253275109170307	10.32665182870355	458.1186129792995	120.13843900281907	0.29912663755458513	0.13755458515283842	0.7777777777777778	4.717948717948718	79.0	20.0	5.0	42.0	1.0	0.0	51.0	34.0	0.0	4.0	0.0	8.0	108.0	3.0	6.0	0.0	1.0	0.0	32.0	22.0	29.0	2.0	0.0	3.0	1.0	8.0	0.0	25.0	18.0	7.0	3.0	11.0	15.0	1.0	0.0	6.0	7.0	0.0	8.0	42.0	0.10537072308311615	0.2986425339366523	0.5577767560256417	35.0	No
1933.0	1608.0	330.0	0.5088607594936709	0.20759493670886076	1.0	4.012658227848101	23.0	0.043478260869565216	0.043478260869565216	10.0	14.347826086956522	178.0	0.3822784810126582	11.193675889328063	66.91013833992095	7.49110671936759	8.367424901185771	8.0	9.318704503766252	39.19631093544137	57.32820083904972	1.1555555555555554	1.853932584269663	0.5393939393939394	9.798577509624609	488.15530087874635	124.75259170653909	0.3515151515151515	0.14242424242424243	0.6944444444444444	4.3076923076923075	76.0	2.0	4.0	28.0	0.0	1.0	35.0	40.0	0.0	0.0	0.0	4.0	77.0	2.0	12.0	0.0	2.0	0.0	29.0	9.0	19.0	0.0	0.0	2.0	0.0	13.0	0.0	17.0	28.0	12.0	5.0	7.0	7.0	1.0	0.0	3.0	10.0	1.0	7.0	45.0	0.13040431402522243	2.0678733031674206	0.8152615346617849	40.0	No
3604.0	2887.0	718.0	0.5545134818288394	0.07151230949589683	1.0	3.328253223915592	49.0	0.04081632653061224	0.02040816326530612	13.0	14.653061224489797	252.0	0.4501758499413834	7.866795520436587	87.44932948666933	4.7021312034563145	6.892330833949179	4.0	7.127189543769624	23.148882951509293	44.514155082516574	1.1286764705882353	2.8492063492063493	0.35097493036211697	9.404556472862156	1189.1688111590092	80.94867717909786	0.18802228412256267	0.06963788300835655	0.7777777777777778	5.363636363636363	142.0	34.0	6.0	57.0	1.0	0.0	85.0	64.0	2.0	3.0	0.0	9.0	153.0	3.0	10.0	0.0	1.0	4.0	38.0	30.0	61.0	0.0	0.0	8.0	0.0	28.0	0.0	38.0	39.0	18.0	10.0	26.0	11.0	4.0	0.0	7.0	10.0	0.0	3.0	30.0	0.19763253495731137	0.12443438914027105	1.1080727718071253	35.0	No
4192.0	3373.0	841.0	0.5125260960334029	0.08872651356993737	1.0	3.4822546972860127	32.0	0.0	0.34375	21.0	26.28125	317.0	0.4582463465553236	12.177184898929847	76.94954314060645	9.055406881688466	8.544901367419738	10.0	7.7569534103296744	36.38826545778835	49.776162855233856	1.7178423236514522	2.6529968454258674	0.3769322235434007	10.931034482758621	822.5806451612904	109.22618247996299	0.2259215219976219	0.12604042806183116	0.8055555555555556	4.854838709677419	150.0	22.0	3.0	93.0	5.0	0.0	101.0	87.0	1.0	4.0	0.0	13.0	236.0	9.0	16.0	0.0	2.0	8.0	22.0	25.0	39.0	0.0	0.0	20.0	0.0	14.0	1.0	33.0	39.0	24.0	14.0	29.0	11.0	1.0	0.0	9.0	21.0	6.0	4.0	35.0	0.09721728092064921	2.9230769230769234	0.6922002717003157	34.0	No
4024.0	3234.0	805.0	0.5577130528586839	0.11434735706580366	1.0	3.43042071197411	49.0	0.0	0.0	15.0	16.428571428571427	275.0	0.49083063646170444	9.850931677018634	81.80894409937892	5.929937888198758	7.21705900621118	5.0	7.523968598718282	29.596273291925463	44.94252106369691	0.9666666666666667	2.9272727272727272	0.3416149068322981	9.69247643169082	1401.057666680694	82.15677370209772	0.18633540372670807	0.08695652173913043	0.8055555555555556	5.519230769230769	175.0	29.0	4.0	65.0	3.0	0.0	77.0	62.0	2.0	5.0	0.0	13.0	169.0	10.0	3.0	0.0	0.0	7.0	32.0	24.0	75.0	1.0	2.0	6.0	0.0	20.0	0.0	38.0	25.0	19.0	21.0	48.0	24.0	3.0	0.0	11.0	7.0	0.0	0.0	40.0	0.15641252024601932	1.108597285067873	0.8536271752261875	40.0	No
4316.0	3470.0	860.0	0.5658291457286432	0.0964824120603015	1.0	3.4321608040201004	51.0	0.0	0.0196078431372549	18.0	16.862745098039216	311.0	0.464321608040201	9.1171910624715	82.10024395804835	5.997168262653901	7.557450296397629	5.0	7.928766900206844	28.025535795713637	48.1863334937439	1.1265060240963856	2.765273311897106	0.3616279069767442	10.605011978765862	930.395055092717	101.916163637904	0.20813953488372092	0.10697674418604651	0.8055555555555556	4.605633802816901	188.0	32.0	4.0	75.0	2.0	0.0	100.0	76.0	2.0	1.0	0.0	7.0	187.0	6.0	15.0	0.0	5.0	1.0	55.0	34.0	48.0	4.0	0.0	9.0	1.0	25.0	0.0	37.0	61.0	29.0	12.0	32.0	17.0	0.0	0.0	14.0	18.0	0.0	7.0	31.0	0.13682669219134058	0.21719457013574583	0.7753797678656889	33.0	No
4184.0	3422.0	781.0	0.5213581599123768	0.14676889375684557	1.0	3.7042716319824756	50.0	0.06	0.08	7.0	15.62	323.0	0.447973713033954	9.372199743918054	77.67519423815624	6.305641229193341	8.050432537772087	6.0	8.608573733854374	32.777490396927014	53.50712346057031	1.254295532646048	2.417956656346749	0.41357234314980795	11.557848711476888	658.6962541038725	133.14636509010396	0.26504481434058896	0.1382842509603073	0.75	4.865671641791045	167.0	46.0	2.0	53.0	2.0	0.0	84.0	62.0	0.0	2.0	0.0	12.0	184.0	13.0	18.0	0.0	0.0	5.0	50.0	21.0	46.0	4.0	0.0	5.0	0.0	37.0	0.0	42.0	71.0	18.0	11.0	19.0	6.0	4.0	0.0	6.0	30.0	0.0	0.0	36.0	0.11398907941982231	2.4683257918552037	0.9156383365438061	39.0	No
1934.0	1565.0	376.0	0.5615212527964206	0.10738255033557047	1.0	3.4541387024608503	31.0	0.03225806451612903	0.0	7.0	12.129032258064516	180.0	0.43400447427293065	7.723953328757722	84.04903225806453	4.549365133836655	7.597674468085106	4.0	7.717688229018144	24.894989704873026	50.6377169340423	1.0567375886524824	2.088888888888889	0.4787234042553192	9.28279121632914	509.97489760866694	98.26042118975252	0.27393617021276595	0.1356382978723404	0.7222222222222222	4.351351351351352	71.0	11.0	4.0	27.0	0.0	0.0	41.0	49.0	0.0	0.0	0.0	5.0	79.0	6.0	5.0	0.0	1.0	2.0	32.0	8.0	28.0	1.0	0.0	2.0	0.0	7.0	0.0	16.0	25.0	9.0	2.0	9.0	10.0	3.0	0.0	7.0	14.0	0.0	5.0	35.0	0.11714978745747176	0.6606334841628954	0.7725310302090536	33.0	No
415.0	353.0	74.0	0.4470588235294118	0.18823529411764706	4.0	4.105882352941176	2.0	0.5	0.5	3.0	37.0	49.0	0.4117647058823529	21.82702702702703	61.81513513513515	13.82918918918919	8.458997297297298	19.0	7.168621630094336	58.62162162162162	47.056065527104494	0.9642857142857143	1.510204081632653	0.6621621621621622	5.696134298447145	671.0775047258979	55.15810810810811	0.43243243243243246	0.10810810810810811	0.6111111111111112	3.8	20.0	2.0	0.0	5.0	1.0	0.0	3.0	1.0	2.0	0.0	0.0	6.0	16.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	10.0	0.0	1.0	3.0	3.0	3.0	1.0	0.0	1.0	1.0	0.0	9.0	40.0	0.05676043742883476	-1.98868778280543	0.2729138802182771	24.0	No
1089.0	902.0	204.0	0.48917748917748916	0.1645021645021645	4.0	3.8614718614718613	5.0	0.0	0.4	34.0	40.8	113.0	0.42857142857142855	22.006274509803923	48.061235294117665	16.691607843137252	8.291846666666666	19.0	13.348371206891418	59.42745098039215	50.489245726460375	0.975609756097561	1.8053097345132743	0.553921568627451	7.911582474758255	455.34887635720895	79.44513574660635	0.3431372549019608	0.11764705882352941	0.6388888888888888	4.875	45.0	9.0	2.0	9.0	0.0	0.0	22.0	24.0	0.0	1.0	0.0	3.0	34.0	8.0	0.0	0.0	0.0	1.0	17.0	2.0	15.0	0.0	0.0	0.0	0.0	5.0	0.0	10.0	3.0	10.0	1.0	16.0	5.0	1.0	0.0	5.0	3.0	2.0	12.0	36.0	0.08218385783887147	-3.3552036199095028	0.3379826426820798	31.0	No
2135.0	1725.0	420.0	0.5471311475409836	0.09631147540983606	1.0	3.4836065573770494	26.0	0.038461538461538464	0.038461538461538464	16.0	16.153846153846153	188.0	0.48360655737704916	8.271062271062272	85.29313186813188	5.375714285714288	7.482945054945055	5.0	6.490185161304078	27.344322344322343	48.346779270079786	0.9776536312849162	2.234042553191489	0.44761904761904764	9.173460685716213	540.9974640743872	88.50509031198686	0.25	0.10714285714285714	0.7777777777777778	4.5675675675675675	98.0	16.0	4.0	34.0	2.0	0.0	42.0	44.0	1.0	2.0	0.0	4.0	86.0	5.0	10.0	0.0	0.0	3.0	35.0	10.0	32.0	1.0	0.0	5.0	0.0	5.0	0.0	13.0	21.0	12.0	15.0	21.0	16.0	3.0	0.0	4.0	14.0	0.0	4.0	40.0	0.13259139893323152	0.38914027149321306	0.7637298643399073	36.0	No
4580.0	3733.0	861.0	0.5188866799204771	0.1272365805168986	1.0	3.643141153081511	45.0	0.044444444444444446	0.13333333333333333	7.0	19.133333333333333	317.0	0.4592445328031809	10.580162601626016	74.41815098722418	7.63274332171893	7.409740975609756	8.0	8.96741613852259	33.99976771196283	49.010155346463655	1.1861198738170347	2.7160883280757098	0.3681765389082462	10.803331098967302	752.8912206922598	107.91565681150506	0.20441347270615565	0.10220673635307782	0.8055555555555556	5.314814814814815	165.0	38.0	6.0	58.0	2.0	0.0	96.0	70.0	5.0	6.0	0.0	12.0	195.0	5.0	24.0	0.0	0.0	5.0	62.0	22.0	58.0	1.0	2.0	10.0	0.0	31.0	0.0	46.0	47.0	14.0	11.0	29.0	18.0	8.0	0.0	11.0	15.0	0.0	3.0	33.0	0.1441836908069006	1.6493212669683253	0.9833954600076811	40.0	No
2739.0	2216.0	528.0	0.5269565217391304	0.12869565217391304	3.0	3.782608695652174	28.0	0.03571428571428571	0.03571428571428571	12.0	18.857142857142858	197.0	0.5147826086956522	11.103463203463205	76.65750000000003	7.251785714285717	7.203480952380953	7.0	8.634040054169528	32.87229437229437	42.92221805343955	1.0891089108910892	2.6802030456852792	0.3731060606060606	8.573324555818118	955.9988187602352	63.842279479080844	0.20075757575757575	0.09090909090909091	0.7222222222222222	6.035714285714286	102.0	32.0	4.0	45.0	0.0	0.0	57.0	40.0	2.0	1.0	0.0	2.0	106.0	6.0	0.0	0.0	2.0	0.0	48.0	18.0	30.0	2.0	0.0	1.0	0.0	19.0	0.0	12.0	39.0	21.0	11.0	15.0	4.0	2.0	0.0	7.0	0.0	0.0	2.0	33.0	0.13124877562069429	0.19457013574660564	0.6263005685083354	40.0	No
4200.0	3352.0	862.0	0.5036880927291886	0.05374077976817703	4.0	3.493150684931507	36.0	0.0	0.25	12.0	23.944444444444443	223.0	0.5268703898840885	10.691466872905387	81.737653390049	7.807034029389019	6.417798736787832	9.0	6.937597516519255	29.86091776230987	37.06743810144038	0.8	3.8654708520179373	0.25870069605568446	7.595410141685414	2442.5553404595576	42.83885148996583	0.11832946635730858	0.04988399071925754	0.8055555555555556	4.148148148148148	193.0	53.0	6.0	61.0	2.0	0.0	86.0	62.0	0.0	2.0	0.0	13.0	162.0	15.0	7.0	0.0	1.0	2.0	91.0	15.0	71.0	1.0	0.0	3.0	0.0	19.0	1.0	49.0	11.0	11.0	8.0	86.0	28.0	7.0	0.0	6.0	11.0	6.0	11.0	36.0	0.16576053496080165	-0.8733031674208149	0.7086658958990895	32.0	No
4479.0	3622.0	865.0	0.5311542390194075	0.12870275791624106	1.0	3.640449438202247	41.0	0.04878048780487805	0.1951219512195122	19.0	21.097560975609756	357.0	0.46782431052093976	11.167348089665868	74.41403919357116	8.12128577470746	7.822684689130128	8.0	8.841846274778883	35.664034964049065	54.98985398991761	1.219672131147541	2.42296918767507	0.41271676300578036	12.13836415638712	676.8163265306122	141.97416025670202	0.25780346820809247	0.12254335260115606	0.75	5.8979591836734695	187.0	24.0	8.0	106.0	0.0	0.0	94.0	78.0	5.0	3.0	0.0	11.0	189.0	8.0	13.0	0.0	1.0	3.0	55.0	10.0	48.0	0.0	0.0	7.0	0.0	26.0	0.0	40.0	52.0	23.0	19.0	39.0	14.0	5.0	0.0	10.0	19.0	0.0	15.0	35.0	0.14261569486970876	2.5882352941176467	0.910759098054533	47.0	No
3730.0	2998.0	742.0	0.5795724465558195	0.1187648456057007	2.0	3.486935866983373	31.0	0.0	0.1935483870967742	25.0	23.93548387096774	296.0	0.45605700712589076	12.485244761325102	72.51487740196507	9.091199895661248	7.483740431266846	9.0	10.011982343527215	37.4125728197548	50.76724702620675	1.2452107279693487	2.5067567567567566	0.39892183288409705	10.866501853572414	863.3577780139583	111.46198010467408	0.24393530997304583	0.11320754716981132	0.8055555555555556	5.55	135.0	32.0	4.0	58.0	3.0	0.0	73.0	56.0	1.0	4.0	0.0	15.0	193.0	4.0	16.0	0.0	0.0	2.0	44.0	37.0	38.0	1.0	1.0	5.0	0.0	23.0	0.0	40.0	46.0	5.0	11.0	19.0	14.0	4.0	0.0	12.0	19.0	0.0	6.0	39.0	0.09970311205843332	0.6018099547511309	0.8092909453167292	40.0	No
3196.0	2584.0	610.0	0.4307931570762053	0.1181959564541213	4.0	3.9860031104199067	20.0	0.05	0.5	31.0	30.5	189.0	0.5318818040435459	15.478688524590163	68.2552049180328	11.316147540983607	7.297775409836065	14.0	9.120678840339163	42.959016393442624	38.22167208264643	0.8	3.2275132275132274	0.30983606557377047	7.6523863201907565	1609.1682419659737	44.71905883727268	0.13442622950819672	0.07049180327868852	0.75	6.62962962962963	127.0	32.0	4.0	43.0	2.0	0.0	92.0	46.0	1.0	2.0	0.0	19.0	87.0	7.0	0.0	0.0	2.0	0.0	63.0	7.0	52.0	3.0	0.0	2.0	0.0	10.0	0.0	39.0	20.0	7.0	1.0	45.0	15.0	6.0	0.0	3.0	12.0	0.0	3.0	36.0	0.09614926147875773	-5.658371040723981	-0.049997514381054264	35.0	No
3725.0	3030.0	714.0	0.5398550724637681	0.12560386473429952	1.0	3.6183574879227054	39.0	0.05128205128205128	0.07692307692307693	14.0	18.307692307692307	282.0	0.46859903381642515	10.012152553329024	74.74176793794443	7.382492997198881	7.928132967032966	7.0	8.914623046629139	32.873518638224525	49.69058153705902	0.934375	2.5319148936170213	0.3949579831932773	10.553584758768189	690.2436462927957	106.73739495798317	0.226890756302521	0.11064425770308123	0.7222222222222222	4.28125	169.0	34.0	11.0	39.0	1.0	0.0	65.0	61.0	0.0	1.0	0.0	9.0	151.0	5.0	15.0	0.0	0.0	4.0	65.0	25.0	55.0	0.0	0.0	6.0	0.0	26.0	0.0	47.0	53.0	21.0	16.0	20.0	12.0	4.0	0.0	7.0	24.0	0.0	3.0	28.0	0.1412164274846605	1.8009049773755663	1.1560914191011826	36.0	No
995.0	790.0	206.0	0.5930735930735931	0.06493506493506493	2.0	3.354978354978355	9.0	0.1111111111111111	0.3333333333333333	15.0	22.88888888888889	106.0	0.48484848484848486	10.708953613807983	83.80763214670984	7.256084142394823	8.221060733549084	8.0	5.033348758259628	30.170442286947143	45.33404685371969	0.967391304347826	1.9433962264150944	0.5145631067961165	7.385369951491147	670.5539358600583	62.997961165048544	0.2669902912621359	0.1262135922330097	0.5833333333333334	4.846153846153846	41.0	8.0	0.0	11.0	1.0	0.0	31.0	12.0	1.0	0.0	0.0	0.0	43.0	1.0	1.0	0.0	0.0	0.0	25.0	13.0	12.0	0.0	0.0	5.0	0.0	4.0	0.0	5.0	18.0	6.0	3.0	5.0	4.0	0.0	0.0	0.0	13.0	0.0	2.0	41.0	0.057477850417641765	2.104072398190045	0.3846996087786031	28.0	No
4185.0	3338.0	869.0	0.5481865284974093	0.0694300518134715	4.0	3.4072538860103627	40.0	0.0	0.2	11.0	21.725	289.0	0.5129533678756477	10.347077100115076	82.75788794591486	7.113359896432684	6.985348837744533	7.0	6.124889420169582	29.435011507479864	44.89761955146635	1.044776119402985	3.0069204152249136	0.33256616800920596	9.803653530937357	1086.7909450736056	79.95492738383398	0.16800920598388952	0.08285385500575373	0.8055555555555556	5.39622641509434	166.0	53.0	5.0	67.0	0.0	0.0	86.0	58.0	5.0	6.0	0.0	11.0	191.0	10.0	7.0	0.0	3.0	3.0	48.0	41.0	68.0	1.0	1.0	5.0	0.0	24.0	0.0	42.0	45.0	19.0	13.0	38.0	9.0	4.0	0.0	13.0	14.0	0.0	9.0	35.0	0.1243884281353868	-0.19457013574660564	0.6153810224189793	35.0	No
2449.0	2016.0	446.0	0.47882136279926335	0.10865561694290976	1.0	3.685082872928177	26.0	0.07692307692307693	0.07692307692307693	6.0	17.153846153846153	176.0	0.3996316758747698	10.448982407726803	79.78528113142465	6.392376681614351	8.700357675060365	8.0	7.882392219407189	30.38254570541566	43.00010332015964	1.4713375796178343	2.534090909090909	0.39461883408071746	8.33384153906266	868.6670634781696	69.83876432486296	0.18834080717488788	0.10986547085201794	0.7777777777777778	4.018518518518518	107.0	6.0	6.0	32.0	1.0	0.0	56.0	61.0	1.0	2.0	0.0	2.0	114.0	11.0	24.0	0.0	1.0	3.0	23.0	7.0	16.0	0.0	0.0	1.0	0.0	11.0	0.0	19.0	34.0	10.0	5.0	29.0	10.0	3.0	0.0	9.0	14.0	0.0	11.0	34.0	0.09618206026767757	1.626696832579185	0.7783501266388595	33.0	No
3586.0	2915.0	679.0	0.451831750339213	0.1112618724559023	4.0	3.8833107191316145	30.0	0.0	0.23333333333333334	13.0	22.633333333333333	255.0	0.4654002713704206	11.527560137457044	71.85126828669614	8.860269513991167	7.131101551300933	10.0	7.908726449838941	34.70991654393716	46.598983118143785	1.10727969348659	2.6627450980392156	0.3755522827687776	9.786001844780037	710.56	83.23044606385639	0.19440353460972018	0.09425625920471281	0.7222222222222222	5.644444444444445	136.0	33.0	7.0	56.0	2.0	0.0	79.0	50.0	3.0	0.0	0.0	5.0	130.0	19.0	4.0	0.0	0.0	0.0	48.0	18.0	56.0	0.0	1.0	5.0	0.0	20.0	0.0	42.0	18.0	31.0	6.0	24.0	15.0	5.0	0.0	8.0	7.0	2.0	9.0	36.0	0.13129388946698445	-0.7058823529411757	0.7535121823715525	34.0	No
4384.0	3537.0	859.0	0.5646817248459959	0.09548254620123203	3.0	3.566735112936345	35.0	0.02857142857142857	0.3142857142857143	26.0	24.542857142857144	322.0	0.46406570841889117	11.679773823382673	71.71748079161819	9.353309163479128	7.500810580409114	10.0	8.418075326091056	35.36939963412606	49.81562896117205	1.1347305389221556	2.6677018633540373	0.37485448195576254	10.986498222352541	1087.3666274493894	109.4644892614729	0.22118742724097787	0.09778812572759023	0.75	5.381818181818182	192.0	42.0	1.0	79.0	2.0	0.0	78.0	61.0	1.0	0.0	0.0	12.0	183.0	9.0	22.0	0.0	0.0	2.0	55.0	33.0	50.0	0.0	1.0	14.0	0.0	46.0	0.0	69.0	37.0	26.0	15.0	36.0	9.0	2.0	0.0	7.0	17.0	0.0	5.0	36.0	0.12128483766974503	1.875565610859729	0.8738900379190515	36.0	No
3905.0	3180.0	743.0	0.5273972602739726	0.10159817351598173	1.0	3.5627853881278537	48.0	0.020833333333333332	0.020833333333333332	10.0	15.479166666666666	272.0	0.4166666666666667	8.775785105428444	83.40951393562136	5.470831931359356	7.804535845670704	6.0	7.413659706084162	27.45763234634365	46.71588877139961	1.3399209486166008	2.7316176470588234	0.36608344549125166	9.97871220015992	859.3191095400413	92.59812603406742	0.2018842530282638	0.10767160161507403	0.8055555555555556	4.524590163934426	153.0	25.0	9.0	79.0	3.0	0.0	82.0	64.0	3.0	4.0	0.0	14.0	179.0	3.0	26.0	0.0	1.0	4.0	47.0	8.0	40.0	3.0	0.0	3.0	0.0	23.0	0.0	36.0	51.0	15.0	11.0	21.0	19.0	8.0	0.0	1.0	25.0	0.0	18.0	31.0	0.15063841513907336	2.1990950226244346	0.9658923059467286	40.0	No
4404.0	3598.0	828.0	0.5509803921568628	0.11274509803921569	1.0	3.4862745098039216	65.0	0.13846153846153847	0.03076923076923077	6.0	12.738461538461538	333.0	0.38333333333333336	7.800698625046451	84.88589632107025	4.584038647342997	8.616298706800446	5.0	7.497074112349322	26.62735042735043	52.850963929896146	1.2153846153846153	2.4864864864864864	0.40217391304347827	11.572549980167649	772.748056698674	137.9822134387352	0.25483091787439616	0.1570048309178744	0.75	4.136363636363637	174.0	36.0	3.0	67.0	0.0	1.0	79.0	74.0	2.0	4.0	0.0	7.0	206.0	5.0	38.0	0.0	0.0	2.0	65.0	19.0	65.0	2.0	0.0	8.0	0.0	29.0	0.0	36.0	71.0	25.0	13.0	20.0	9.0	3.0	0.0	2.0	33.0	0.0	21.0	35.0	0.13015843268730182	2.5497737556561084	0.9912547691243914	40.0	No
3955.0	3186.0	786.0	0.5547290116896918	0.0871413390010627	1.0	3.343251859723698	84.0	0.2261904761904762	0.0	6.0	9.357142857142858	307.0	0.4059511158342189	5.524027626317704	94.33215648854963	2.426461286804802	7.57602141039622	2.0	5.916634753146586	19.789712831697564	50.540165389728706	1.2939189189189189	2.560260586319218	0.3905852417302799	10.950327356348572	849.5555555555557	117.78183583270918	0.2340966921119593	0.10941475826972011	0.75	4.083333333333333	180.0	21.0	11.0	47.0	2.0	0.0	88.0	81.0	4.0	2.0	0.0	9.0	202.0	1.0	21.0	0.0	0.0	2.0	38.0	34.0	38.0	0.0	0.0	9.0	0.0	33.0	0.0	41.0	65.0	30.0	8.0	25.0	11.0	5.0	0.0	8.0	23.0	1.0	17.0	45.0	0.17439378843083236	2.744343891402715	1.1039699565392012	35.0	No
3514.0	2879.0	654.0	0.5492227979274611	0.1411917098445596	1.0	3.667098445595855	41.0	0.07317073170731707	0.04878048780487805	13.0	15.951219512195122	307.0	0.40803108808290156	8.826970985306184	78.49130118594766	6.274094875811144	8.459683545908852	7.0	7.933642134475585	32.61788617886179	58.75901103869885	1.185483870967742	2.1302931596091206	0.4694189602446483	12.004649965538647	497.6766260858048	160.30860411213635	0.31345565749235477	0.14984709480122324	0.7777777777777778	4.47457627118644	138.0	27.0	6.0	60.0	1.0	1.0	59.0	61.0	0.0	4.0	0.0	6.0	160.0	2.0	27.0	0.0	0.0	1.0	54.0	25.0	29.0	1.0	1.0	9.0	0.0	23.0	0.0	34.0	66.0	11.0	12.0	8.0	7.0	2.0	0.0	4.0	21.0	1.0	6.0	28.0	0.1555842440132298	4.203619909502263	1.243127612216931	46.0	No
3343.0	2680.0	691.0	0.5801033591731266	0.0917312661498708	3.0	3.4031007751937983	23.0	0.043478260869565216	0.34782608695652173	28.0	30.043478260869566	255.0	0.44315245478036175	13.985553388284153	73.49861196753288	10.471384886427987	8.394341036934499	11.0	9.761364909221205	40.31844208141949	46.07299918156436	1.3080168776371308	2.7098039215686276	0.36903039073806077	9.700657175583801	1088.4724700905547	83.52698190363652	0.19826338639652677	0.08827785817655572	0.75	4.508474576271187	126.0	42.0	4.0	64.0	2.0	1.0	58.0	56.0	0.0	2.0	0.0	3.0	188.0	6.0	19.0	0.0	1.0	3.0	54.0	17.0	36.0	0.0	0.0	12.0	0.0	27.0	0.0	41.0	19.0	7.0	5.0	39.0	15.0	0.0	0.0	5.0	18.0	8.0	14.0	34.0	0.08363722075880205	2.3371040723981897	0.5382985990893956	34.0	No
