numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	score
1068	896	176	0.433673469	0.234693878	4	4.448979592	10	0	0	9	17.6	115	0.367346939	14.31272727	48.13122727	10.91831818	9.712982727	11	13.34837121	43.73636364	65.37289746	1.787234043	0.653409091	8.668451157	351.4325136	120.7200075	0.465909091	3.015113446	0.583333333	5.818181818	0.181818182	4	0	18	1	1	24	22	0	0	0	4	42	0	3	0	0	0	5	0	9	0	1	0	0	6	0	11	7	5	4	1	4	3	0	4	7	0	4	4	0.287501922	6	0.384149803	4
1002	818	191	0.487922705	0.125603865	2	3.884057971	9	0	0.333333333	30	21.22222222	116	0.410628019	12.2585224	71.01800465	8.625933682	8.326609133	9	10.25414643	34.83478767	57.90487632	1.642857143	0.607329843	8.393465421	495.057398	97.22136126	0.418848168	2.387796197	0.583333333	4.555555556	0.157068063	3	2	24	0	0	24	16	0	0	0	5	51	3	0	0	1	0	10	0	15	0	0	1	0	8	0	12	6	5	1	2	4	0	0	2	7	0	11	3	0.204256862	6	0.25212666	3
710	586	127	0.471014493	0.173913043	2	4.15942029	5	0	0.4	42	25.4	77	0.427536232	16.14425197	55.1532126	11.87662992	8.999253386	13	13.0238668	44.2976378	49.27891699	2.03030303	0.606299213	6.832645123	935.5709877	64.42535433	0.401574803	2.129655623	0.472222222	6.8	0.220472441	1	2	20	1	0	12	10	0	0	0	0	33	0	0	0	0	0	3	0	2	0	0	0	0	12	0	11	6	6	4	0	1	1	0	2	2	0	0	2	0.402634389	6	0.463915426	3
1282	1066	221	0.442622951	0.209016393	2	4.266393443	13	0	0	17	17	126	0.385245902	12.41085973	67.08226244	8.125972851	9.052369683	9	10.03547348	40.07692308	54.51636505	2.283018868	0.570135747	8.475677204	621.4727224	92.25396523	0.393665158	2.556156617	0.611111111	6.230769231	0.167420814	2	2	28	1	0	26	19	0	1	0	5	70	1	0	0	0	0	6	1	9	0	0	0	0	11	0	13	6	6	7	1	4	1	0	1	5	0	1	4	0.36373758	6	0.429734309	3
1116	927	193	0.473933649	0.222748815	3	4.327014218	9	0	0.111111111	14	21.44444444	118	0.374407583	15.6244099	57.07303397	10.62618307	8.954444963	12	12.83890158	45.79677605	58.88401408	4.153846154	0.611398964	8.493825859	554.4678518	101.484076	0.435233161	3.023226153	0.555555556	6.2	0.10880829	3	4	29	1	0	30	22	1	0	0	6	63	1	0	0	0	0	0	0	5	0	0	0	0	7	0	8	4	3	4	1	1	1	0	1	6	0	2	3	0.156951	6	0.234359342	4
1028	851	182	0.492682927	0.190243902	3	4.058536585	11	0	0	20	16.54545455	104	0.380487805	12.11268731	67.78971528	7.914375624	8.881824875	8	10.43686959	37.97402597	50.95107263	2.166666667	0.571428571	7.708992893	932.9446064	78.0952381	0.395604396	2.297872882	0.611111111	5.692307692	0.164835165	2	3	28	3	0	18	18	0	1	0	2	54	1	3	0	0	0	7	0	5	0	0	1	0	8	0	8	9	3	4	5	1	0	0	1	8	0	2	4	0.26003215	6	0.355048024	3
1164	976	199	0.441048035	0.200873362	4	4.15720524	14	0.142857143	0	19	14.21428571	118	0.331877729	12.51988514	66.14518844	7.564626705	10.5305738	8	11.20814326	37.3298636	56.21781731	2.16	0.592964824	8.364798219	636.3119877	98.90799677	0.396984925	3.402629784	0.638888889	4.578947368	0.170854271	3	3	28	2	0	19	18	0	1	0	2	59	1	9	0	1	0	3	0	13	0	0	0	1	7	0	9	9	7	6	1	2	0	0	1	13	3	8	3	0.375730773	6	0.419999696	4
1101	909	195	0.421800948	0.194312796	4	4.218009479	6	0	0.5	34	32.5	90	0.478672986	18.33333333	51.06903846	14.21012821	9.621115385	16	13.5591	53.52564103	38.53719031	2.536585366	0.461538462	6.445033866	1637.371552	41.73626374	0.261538462	2.005121647	0.527777778	8	0.123076923	3	0	36	1	0	32	12	0	0	0	5	59	2	1	0	0	0	7	0	10	0	0	0	0	4	0	7	7	4	2	3	1	1	0	0	6	0	0	3	0.217035678	6	0.28090524	3
1348	1125	227	0.457364341	0.213178295	2	4.279069767	13	0	0.076923077	17	17.46153846	140	0.368217054	12.97580481	56.43488648	9.725726872	10.41514737	10	11.80738457	41.69061335	63.56696716	2.351851852	0.616740088	9.292126362	580.521262	128.0267355	0.440528634	4.181456863	0.666666667	6.2	0.162995595	2	4	32	0	0	34	25	0	0	0	5	64	1	3	0	1	1	7	1	8	0	0	0	0	10	0	8	10	10	5	1	3	2	0	3	6	0	14	4	0.198393556	6	0.349709469	4
780	643	141	0.45751634	0.202614379	4	4.111111111	7	0	0	23	20.14285714	87	0.366013072	12.02877406	59.19	10.00755826	9.33898997	10	11.49170426	42.12867275	53.15595577	2.121212121	0.617021277	7.326721713	590.9863946	76.04787234	0.411347518	2.442240571	0.472222222	5.5	0.177304965	3	1	22	0	0	16	16	0	0	0	3	40	0	0	0	1	0	0	1	6	0	1	0	0	9	0	10	5	2	3	0	5	0	0	0	2	0	6	3	0.313049419	6	0.539699807	3
756	625	136	0.456375839	0.167785235	2	4.087248322	6	0	0.166666667	20	22.66666667	79	0.416107383	14.06666667	56.30627451	11.03676471	8.824369608	11	13.0238668	41.04901961	46.84246058	1.390243902	0.580882353	6.774194113	699.9494012	59.97865067	0.397058824	1.972233729	0.5	6	0.198529412	2	0	17	3	0	12	17	0	1	0	2	29	0	0	0	0	0	3	0	11	0	0	0	0	10	0	8	8	4	2	1	4	2	0	0	1	0	4	3	0.388082295	6	0.492757628	3
1160	962	200	0.49321267	0.230769231	3	4.244343891	7	0	0.285714286	14	28.57142857	116	0.416289593	17.62857143	46.705	13.84285714	9.474842857	15	13.48433201	54.07142857	54.14031763	2.30952381	0.58	8.202438662	854.5918367	88.5052381	0.445	3.535533906	0.555555556	8.285714286	0.13	5	0	39	0	0	25	19	0	1	0	3	55	1	0	0	0	0	4	0	12	0	0	2	0	7	0	8	7	3	6	1	1	1	0	1	4	0	0	3	0.219455055	6	0.310831371	4
705	579	128	0.518248175	0.182481752	3	4.145985401	7	0	0	18	18.28571429	71	0.496350365	12.93928571	65.340625	8.688303571	8.120893304	9	10.91426088	37.81696429	42.32568609	2.161290323	0.5546875	6.275572683	1174.123083	47.32846765	0.375	1.856155301	0.472222222	7	0.1875	2	0	22	1	0	19	6	0	0	0	0	33	0	2	0	1	0	4	0	3	0	0	2	0	10	0	10	10	3	0	1	0	0	0	1	3	0	0	3	0.084951035	6	0.149627771	2
859	709	153	0.5	0.196428571	3	4.160714286	8	0	0	22	19.125	90	0.404761905	14.70882353	61.90547794	9.375939542	8.919609804	10	12.38480682	40.69362745	50.16251696	2.709677419	0.588235294	7.276068751	777.8546713	70.58823529	0.392156863	2.506201459	0.555555556	6.555555556	0.137254902	2	1	28	0	0	19	11	0	1	0	2	50	0	2	0	0	0	3	1	5	1	0	1	0	7	0	8	6	5	1	0	1	0	0	0	3	0	2	3	0.108974849	6	0.198122003	2
677	565	114	0.453125	0.203125	3	4.2890625	9	0	0	16	12.66666667	72	0.34375	11.03157895	60.39938596	7.981578947	9.943626316	8	10.98051877	35.47368421	51.1454788	2.192307692	0.631578947	6.743417843	752.5951557	69.29323308	0.421052632	2.43512311	0.5	5.777777778	0.210526316	2	1	15	0	0	9	13	0	0	0	3	33	0	1	0	0	0	0	0	2	0	0	0	0	9	0	9	8	4	1	1	1	2	0	1	4	0	0	4	0.335487948	6	0.407199719	3
1900	1559	304	0.449275362	0.214492754	2	4.434782609	19	0.052631579	0.052631579	12	16	164	0.365217391	13.76842105	50.05881579	10.25197368	9.572238158	10	12.57992686	40.34210526	55.76894564	1.651162791	0.539473684	9.406045089	532.7671847	109.012218	0.361842105	3.900067476	0.555555556	6.157894737	0.194078947	9	1	35	0	0	40	40	0	0	0	9	71	2	1	0	0	0	7	0	19	1	0	0	0	11	0	21	14	3	14	2	5	2	0	0	4	0	4	4	0.184523908	6	0.278185294	4
554	456	102	0.557522124	0.203539823	2	3.955752212	7	0	0	9	14.57142857	71	0.469026549	11.31876751	70.95088235	6.983053221	8.848556583	6	10.29040645	37.12044818	61.32507441	1.545454545	0.696078431	7.030047555	501.7301038	90.07479443	0.539215686	2.475368857	0.472222222	4.714285714	0.205882353	4	0	13	1	0	12	7	0	0	0	0	20	4	0	0	0	0	5	1	6	0	0	0	0	8	0	7	4	2	5	2	1	0	0	0	9	0	2	3	0.109876992	6	0.127366514	2
315	260	57	0.428571429	0.206349206	4	4.063492063	2	0	0.5	32	28.5	44	0.396825397	14.90877193	50.26539474	13.32850877	10.03641579	14	14.55459255	51.30701754	65.14733932	1.833333333	0.771929825	5.827942371	368.8280785	82.29959514	0.543859649	1.8543453	0.333333333	7	0.140350877	0	0	10	0	0	7	11	0	0	0	3	12	0	0	0	0	0	2	0	2	0	0	0	0	2	0	4	2	0	1	0	1	0	0	0	1	0	0	4	0.184048079	6	0.216271419	1
1186	982	208	0.451754386	0.197368421	4	4.219298246	14	0.214285714	0.071428571	5	14.85714286	112	0.407894737	11.13516484	62.41461538	8.24467033	8.54865467	8	10.91426088	36.49175824	48.64179361	1.363636364	0.538461538	7.765802747	933.7060005	71.61538462	0.331730769	2.704163457	0.555555556	4.722222222	0.182692308	4	1	32	0	0	28	20	0	0	0	3	47	0	1	0	0	0	10	0	17	0	1	1	0	7	0	12	15	3	4	1	3	2	0	0	6	0	5	2	0.400876513	6	0.456600779	4
1033	859	181	0.464285714	0.204081633	3	4.280612245	11	0.090909091	0	8	16.45454545	109	0.346938776	12.10668006	57.39109493	9.342189854	10.03584987	9	12.07925333	38.55399297	55.8457602	2.230769231	0.602209945	8.101906194	564.1723356	89.34453653	0.414364641	3.196164829	0.638888889	4.277777778	0.149171271	4	2	26	0	0	21	28	0	1	0	3	49	2	2	0	1	1	1	0	10	0	0	2	0	8	0	11	6	4	1	1	4	0	0	0	13	0	15	4	0.339012526	6	0.387869268	3
1410	1176	239	0.509363296	0.235955056	3	4.314606742	10	0	0.1	26	23.9	118	0.4082397	16.92401674	49.48193933	12.29501674	10.56976427	13	14.11778686	50.25983264	45.17732461	2.829787234	0.493723849	7.632785483	1547.497846	64.27794875	0.338912134	3.687023496	0.583333333	5.785714286	0.146443515	4	0	48	0	0	31	17	0	3	0	1	80	0	5	0	0	0	5	0	5	1	0	0	0	8	0	7	10	7	2	3	6	2	0	2	9	0	6	4	0.188118101	6	0.304540433	2
423	350	74	0.45	0.2	3	4.2625	4	0	0	26	18.5	48	0.4	13.34594595	64.58722973	8.846621622	9.675181081	10	12.60261796	40.12162162	44.91395549	1.75	0.648648649	5.57988666	897.9206049	47.9002079	0.445945946	1.976209859	0.416666667	6.2	0.216216216	0	0	15	1	0	8	6	0	0	0	1	19	0	2	0	0	0	2	0	2	0	0	0	0	4	0	5	7	2	0	1	1	0	0	0	3	0	0	2	0.207371248	6	0.278329771	2
645	538	109	0.448275862	0.25	2	4.543103448	5	0	0.4	40	21.8	74	0.439655172	16.7933945	53.53919266	11.20741284	9.498238716	12	13.66288365	48.40550459	59.14328284	1.71875	0.678899083	7.087914511	584.4907407	83.25242464	0.532110092	2.58613097	0.527777778	5.571428571	0.229357798	2	0	16	0	0	10	12	0	0	0	1	25	1	2	0	0	0	1	0	5	0	0	0	0	11	0	11	6	4	2	1	1	0	0	1	6	0	6	4	0.126112797	6	0.206361712	2
776	641	137	0.440789474	0.190789474	4	4.157894737	6	0	0.166666667	19	22.83333333	93	0.414473684	14.09683698	57.06792579	10.97193431	8.57246399	12	12.74508487	44.00121655	64.91568391	1.891891892	0.678832117	7.945526217	449.4382022	109.0451228	0.503649635	2.306765676	0.527777778	7.166666667	0.153284672	2	1	18	0	0	21	13	1	1	0	3	36	0	1	0	0	0	4	1	11	0	0	0	0	6	0	8	4	4	2	0	3	0	0	0	4	0	0	3	0.23324793	6	0.352946864	3
926	772	156	0.43452381	0.238095238	3	4.482142857	8	0	0	17	19.5	98	0.351190476	15.23589744	50.92326923	11.00089744	9.765815385	11	13.22790408	45.14102564	57.34198121	2.105263158	0.628205128	7.846279536	626.9805342	89.16180371	0.455128205	2.802242692	0.555555556	6.111111111	0.173076923	3	2	20	0	0	19	18	0	1	0	2	43	0	1	0	0	0	2	0	9	0	0	2	0	8	0	9	6	5	4	2	1	1	0	0	5	0	2	4	0.389032882	6	0.503270749	3
622	514	112	0.479338843	0.20661157	2	4.148760331	5	0	0	28	22.4	77	0.380165289	15.03142857	58.70971429	10.63528571	9.822897143	11	13.34837121	44.72142857	61.74906381	1.5625	0.6875	7.275816105	379.8392988	91.50625	0.491071429	2.645751311	0.555555556	5.428571429	0.178571429	1	2	12	0	0	13	14	0	0	0	3	28	1	0	0	0	0	4	1	7	0	0	1	0	5	0	7	4	2	1	4	2	0	0	2	5	0	5	4	0.192095419	6	0.28883317	2
725	603	126	0.478571429	0.185714286	2	4.207142857	8	0	0	18	15.75	87	0.385714286	12.33174603	57.23446429	9.189007937	8.929128571	8	12.38480682	36.38492063	65.53980239	1.56097561	0.69047619	7.750576015	425.3420583	107.8205128	0.492063492	2.672612419	0.555555556	6.25	0.206349206	2	1	15	0	0	14	12	0	2	0	0	30	1	2	0	0	0	7	0	7	0	1	1	0	8	0	7	5	6	3	2	3	0	0	0	5	0	4	2	0.1625948	6	0.218524117	2
1081	899	185	0.395	0.21	4	4.42	9	0	0	27	20.55555556	122	0.385	14.27627628	57.92786787	10.28612613	8.923623123	11	12.4579756	43.25825826	68.03401499	2.02173913	0.659459459	8.96961839	375.4839652	127.7048477	0.481081081	2.940858488	0.583333333	6.9	0.172972973	3	2	25	0	0	26	24	0	0	0	6	46	0	2	0	1	0	3	0	10	0	1	2	0	7	0	12	6	7	5	1	1	1	0	0	3	0	6	3	0.32169207	6	0.302680112	3
903	751	157	0.461111111	0.205555556	4	4.088888889	7	0.142857143	0.142857143	19	22.42857143	107	0.333333333	15.59563239	54.74515924	11.19535942	10.58220555	12	13.70705065	45.99545041	69.17570553	2.962962963	0.681528662	8.539529664	379	131.2624204	0.458598726	3.511582292	0.638888889	4.333333333	0.121019108	0	3	19	2	0	21	22	1	1	0	5	45	1	3	0	1	1	2	0	6	0	0	3	0	3	0	8	4	3	4	0	0	1	0	2	7	0	4	4	0.200887857	6	0.352494144	3
1042	869	180	0.482926829	0.190243902	2	4.141463415	9	0	0.111111111	24	20	84	0.356097561	14	59.165	9.975555556	9.891833333	11	11.64515934	41.66666667	37.92023403	2.428571429	0.466666667	6.260990337	1577.90927	41.85416667	0.222222222	2.086996779	0.527777778	5.307692308	0.2	0	4	27	1	0	20	17	1	1	0	3	54	0	3	0	2	0	3	0	3	0	0	0	0	13	0	13	9	5	7	2	0	0	0	0	5	1	8	3	0.437595649	6	0.443920548	2
945	788	158	0.405882353	0.241176471	4	4.535294118	6	0	0.333333333	35	26.33333333	98	0.388235294	18.12827004	38.74970464	14.3964557	10.53908903	15	16.92669309	52.28270042	56.15405044	2.277777778	0.620253165	7.796461385	545.4956994	86.11181435	0.436708861	3.50045205	0.5	9	0.14556962	1	1	28	1	0	23	17	0	0	0	2	43	1	0	0	0	0	4	0	9	0	0	0	0	6	0	5	6	3	6	2	1	0	0	0	5	0	0	3	0.172538735	6	0.2210534	3
1142	937	197	0.437209302	0.186046512	3	4.260465116	11	0	0	28	17.90909091	120	0.376744186	13.25500692	58.53646054	9.543784033	9.173623396	9	12.40481918	38.21365944	58.90949945	1.854166667	0.609137056	8.549645999	507.5802616	102.050234	0.441624365	2.92112905	0.638888889	6.181818182	0.172588832	2	2	29	0	0	22	27	1	0	0	5	48	1	1	0	1	0	3	0	9	0	1	0	0	8	0	11	13	4	5	0	1	2	0	1	2	0	0	2	0.414877797	6	0.440046407	3
1149	947	204	0.482300885	0.194690265	3	4.10619469	8	0	0.375	14	25.5	128	0.398230088	14.51372549	57.78485294	11.53441176	9.622819608	13	12.60261796	47.06862745	63.30199416	1.839285714	0.62745098	8.961792538	407.8260295	119.4138287	0.421568627	3.360672202	0.583333333	5.818181818	0.181372549	4	0	28	0	0	20	17	0	0	0	3	60	1	2	0	3	0	8	0	10	1	0	3	0	8	0	9	9	10	2	4	3	0	0	4	10	0	5	4	0.225978466	6	0.352343383	3
698	576	125	0.460992908	0.170212766	2	3.985815603	8	0	0	18	15.625	88	0.439716312	9.45	69.828425	7.40135	8.58006	7	10.1257567	34.825	68.80799475	1.735294118	0.704	7.870959281	390.3114187	118.0436757	0.544	2.593838854	0.5	6.5	0.176	0	1	17	3	0	17	15	0	1	0	2	28	0	0	0	0	0	7	0	5	0	0	1	0	6	0	9	2	6	2	2	1	0	0	0	4	0	1	3	0.281201178	6	0.314569763	3
1462	1210	257	0.476702509	0.211469534	3	4.265232975	13	0.076923077	0.153846154	22	19.76923077	118	0.408602151	13.97773122	65.30074828	9.062412451	9.777987698	10	11.51311941	42.72642921	42.2726709	2.046875	0.459143969	7.360637766	1760.513744	54.37387677	0.303501946	2.869401163	0.583333333	4.894736842	0.210116732	6	2	48	1	0	28	18	0	2	0	5	70	0	2	0	0	0	3	0	6	0	0	0	0	15	0	21	10	10	6	2	5	2	0	0	6	0	8	4	0.231931875	6	0.304853385	3
860	711	150	0.458333333	0.208333333	4	4.160714286	8	0	0.125	10	18.75	107	0.357142857	13.1	61.46775	9.343833333	9.514033333	10	12.16174496	42.08333333	76.80011986	1.5	0.713333333	8.736513416	299.8846597	149.1032558	0.513333333	3.102687008	0.555555556	5.4	0.166666667	1	2	18	1	0	20	15	0	0	0	5	35	0	1	0	0	0	5	0	16	0	0	1	1	6	0	10	6	4	3	2	0	0	0	2	2	0	2	3	0.255825576	6	0.338933586	3
646	540	107	0.401709402	0.213675214	5	4.504273504	7	0	0	14	15.28571429	58	0.401709402	12.84325768	60.86205607	8.567690254	8.526634045	9	11.49170426	38.65020027	37.94463609	1.757575758	0.542056075	5.607071636	1256.198347	37.53461759	0.289719626	1.74012568	0.444444444	5.75	0.23364486	3	0	14	0	0	9	5	1	0	0	2	31	0	1	0	0	0	2	0	6	0	0	0	0	11	0	13	5	3	3	1	0	0	0	0	2	0	5	3	0.193778446	6	0.21234275	1
693	578	119	0.46969697	0.227272727	3	4.295454545	3	0	1	48	39.66666667	78	0.401515152	22.25322129	40.02879552	17.53042017	9.982706162	21	15.90318901	64.8767507	56.42597711	2.444444444	0.655462185	7.150248277	586.1943024	82.30047141	0.43697479	2.383416092	0.5	7	0.176470588	6	0	16	0	0	14	9	0	0	0	2	37	2	2	0	0	1	4	0	2	0	0	0	0	5	0	7	6	3	3	2	0	1	0	0	5	0	1	2	0.06982814	6	0.195204733	3
577	482	96	0.428571429	0.219047619	3	4.495238095	7	0.142857143	0	11	13.71428571	69	0.361904762	12.15238095	58.08375	8.564821429	9.086624405	9	12.54090057	37.67261905	65.34053829	2.043478261	0.71875	7.042283011	461.1271998	96.43229167	0.552083333	2.245365598	0.472222222	6.428571429	0.177083333	1	0	16	1	0	12	11	0	0	0	3	23	3	0	0	0	0	1	0	5	0	0	0	0	2	0	4	4	6	1	0	2	1	0	0	2	0	0	3	0.16602629	6	0.235730994	2
956	786	174	0.447368421	0.189473684	4	4.063157895	7	0	0.142857143	20	24.85714286	110	0.463157895	15.23021346	59.56706897	11.12612479	9.225276355	12	12.54090057	45.54679803	60.58327575	1.490196078	0.632183908	8.339078479	399.1614988	103.2237787	0.454022989	2.95658237	0.583333333	7.714285714	0.206896552	2	2	25	0	0	21	17	0	1	0	3	37	1	0	0	0	0	9	0	6	0	0	2	0	9	0	12	10	6	2	4	2	1	0	2	5	0	0	2	0.227201698	6	0.299055233	3
1023	856	174	0.492385787	0.218274112	2	4.23857868	7	0	0.285714286	17	24.85714286	100	0.395939086	16.37963875	46.92568966	12.88934319	10.31424187	13	14.95560836	49.56978654	50.58871019	2.272727273	0.574712644	7.580980436	789.9502037	76.49891271	0.385057471	2.880772566	0.583333333	5.6	0.189655172	7	0	22	1	0	24	12	0	1	0	2	52	0	7	0	1	0	4	0	7	0	0	1	0	10	0	15	7	5	2	1	3	1	0	0	12	1	6	2	0.159558291	6	0.290236735	2
886	742	146	0.408805031	0.251572327	3	4.566037736	8	0	0	16	18.25	98	0.408805031	14.42328767	57.35508562	9.793253425	9.516631507	11	12.16174496	45.64726027	64.76264871	1.894736842	0.671232877	8.110537708	595.0138504	108.9494863	0.534246575	3.475944732	0.444444444	7.25	0.212328767	4	0	26	0	0	15	13	0	0	0	3	38	0	0	0	0	0	3	1	3	0	0	1	0	8	0	11	8	8	3	1	0	0	0	0	4	0	0	2	0.281624007	6	0.350871591	3
1191	994	198	0.42920354	0.185840708	4	4.287610619	10	0	0.1	9	19.8	111	0.340707965	13.77858586	57.70163636	10.1299798	8.845196162	11	12.34062658	41.01212121	50.92045607	2.463414634	0.560606061	7.888426505	559.7171955	80.82392894	0.348484848	2.487341691	0.583333333	6.3	0.136363636	6	0	25	1	0	25	21	1	0	0	6	62	0	0	0	2	0	3	1	10	0	0	3	0	3	0	6	9	6	5	0	1	1	0	1	1	0	0	2	0.269947026	6	0.293918905	3
888	726	163	0.471590909	0.170454545	2	4.039772727	8	0	0	18	20.375	94	0.454545455	13.05797546	69.3752339	8.644593558	7.843848466	9	9.516144504	38.77990798	49.63936927	1.681818182	0.576687117	7.36264823	640.0193213	69.13559171	0.380368098	2.03647717	0.666666667	6.666666667	0.165644172	4	1	22	2	0	20	15	1	1	0	3	40	1	2	0	0	0	7	2	8	0	0	2	0	9	0	14	9	1	1	1	1	1	0	0	4	0	4	4	0.254051766	6	0.330895593	3
568	471	98	0.438095238	0.2	3	4.4	7	0.142857143	0	7	14	66	0.39047619	11.31428571	61.40867347	8.172040816	8.842328571	8	10.60884064	35.42857143	55.43885284	1.740740741	0.673469388	6.667006794	570.4142012	72.92410714	0.520408163	2.121320344	0.416666667	5.571428571	0.214285714	0	1	17	0	0	11	8	0	0	0	2	25	0	0	0	0	0	1	0	5	0	0	0	0	6	0	8	6	3	2	0	2	0	0	1	1	0	0	4	0.189519306	6	0.297468227	3
1241	1031	217	0.47257384	0.232067511	3	4.257383966	9	0	0.333333333	30	24.11111111	117	0.388185654	16.46472094	53.31798259	11.81241167	9.925959498	13	13.5591	49.45673323	49.4960093	2.055555556	0.539170507	7.94247753	895.2487245	74.75329493	0.368663594	3.05479905	0.611111111	6.181818182	0.184331797	3	2	30	0	0	22	23	0	1	0	2	60	1	0	0	2	2	4	0	9	0	1	0	0	17	0	14	11	8	3	1	3	1	0	0	4	0	2	3	0.330240352	6	0.435341945	4
1766	1472	303	0.472891566	0.204819277	3	4.328313253	11	0	0.363636364	18	27.54545455	135	0.43373494	17.88286829	52.67438344	12.75536754	10.05763903	15	14.55459255	49.98769877	43.1753664	1.985714286	0.445544554	7.75554736	1812.391082	59.4324611	0.260726073	3.102218944	0.611111111	7	0.161716172	3	0	55	0	0	31	30	0	1	0	9	82	0	1	0	2	1	8	0	13	0	0	1	0	14	0	18	15	6	5	1	4	5	0	3	5	0	8	4	0.360158187	6	0.447104651	4
1012	838	176	0.448453608	0.216494845	2	4.242268041	6	0	0.333333333	27	29.33333333	113	0.412371134	16.96060606	45.35484848	14.22045455	9.038933333	15	14.55459255	53.1969697	62.88413457	1.6875	0.642045455	8.517695484	385.1239669	111.7057179	0.482954545	2.562846429	0.5	7.333333333	0.164772727	5	2	21	1	0	27	25	0	1	0	4	36	1	0	0	0	0	8	0	11	0	0	0	0	6	0	9	5	5	6	0	4	0	0	0	4	0	2	3	0.212869393	6	0.34875646	4
549	451	100	0.51754386	0.131578947	2	3.877192982	10	0.1	0	12	10	75	0.394736842	9.2	70.631	5.892	6.3431	4	9.888512548	25	75.99818513	1.428571429	0.75	7.5	335.6481481	128.25	0.59	0.9	0.527777778	4.545454545	0.19	2	0	11	0	0	10	12	0	0	0	4	23	0	0	0	0	1	4	0	4	0	0	1	0	6	0	13	1	0	1	2	2	1	0	2	2	0	1	0	0.124339209	6	0.182273324	1
874	729	146	0.45398773	0.233128834	3	4.374233129	6	0	0.333333333	27	24.33333333	96	0.380368098	17.13059361	47.1243379	12.73150685	10.03466621	14	15.24766489	50.36073059	61.69698609	2.516129032	0.657534247	7.945016531	532.5443787	102.8909589	0.5	2.979381199	0.5	8.833333333	0.136986301	1	0	21	0	0	21	19	0	2	0	1	41	1	2	0	0	0	1	0	10	0	0	0	0	7	0	6	5	5	1	0	3	0	0	2	5	1	0	4	0.238424811	6	0.4864784	3
900	738	167	0.486187845	0.165745856	2	3.988950276	9	0	0	19	18.55555556	86	0.44198895	12.45216234	63.88733866	8.958043912	8.811645975	8	11.85546408	36.51962741	41.97660606	1.9	0.51497006	6.6548798	1068.369865	49.48162933	0.299401198	1.857175758	0.5	7.111111111	0.179640719	3	0	23	1	0	18	22	0	0	0	4	41	0	1	0	0	0	4	0	6	0	0	3	0	12	0	16	7	3	1	2	1	0	0	0	5	0	0	4	0.211392989	6	0.260193293	3
1106	922	187	0.402912621	0.208737864	4	4.40776699	8	0	0.25	23	23.375	128	0.378640777	15.55320856	57.34039104	11.06849599	9.440017647	13	13.22790408	46.36965241	74.77197545	1.563636364	0.684491979	9.360287029	398.4144047	152.9549533	0.518716578	3.217598666	0.583333333	7	0.20855615	4	1	28	0	0	16	20	1	1	0	4	43	0	4	0	0	0	5	1	10	0	0	0	0	11	0	15	10	7	5	0	2	2	0	2	5	0	5	4	0.214927921	6	0.347460292	4
586	488	99	0.444444444	0.222222222	4	4.425925926	6	0	0	16	16.5	67	0.37962963	13.87272727	52.50568182	10.03489899	9.080253535	10	12.4579756	40.74242424	56.34844124	3.157894737	0.676767677	6.733753362	646.9726563	76.51704545	0.515151515	2.713602101	0.388888889	7.166666667	0.151515152	2	0	14	0	0	15	9	0	0	0	0	32	2	1	0	0	0	1	0	3	0	0	0	0	6	0	6	5	2	2	0	0	0	0	0	10	0	0	2	0.152352627	6	0.186464475	3
832	693	142	0.470967742	0.212903226	3	4.35483871	9	0	0	14	15.77777778	90	0.451612903	13.07167449	57.36703443	9.17741784	8.755767919	9	12.26155622	39.0172144	56.29964677	1.722222222	0.633802817	7.552632225	664.5527811	85.01489707	0.457746479	2.433625939	0.527777778	6.666666667	0.176056338	3	0	21	2	0	20	20	0	0	0	3	30	0	0	0	0	1	5	0	6	0	0	0	0	4	0	7	2	4	4	2	6	2	0	1	1	0	0	2	0.316095435	6	0.457592979	4
